GenProtEC: Gene product function of E. coli K-12.
August 28th, 2007.

eck	bnum	genbank	gene	gene type	gene product	EC no1	EC no2	EC no3	EC no4
ECK0295	b4506	87081713	ykgO	ps	predicted ribosomal protein				
ECK0296	b0296	2367109	ykgM	ps	predicted ribosomal protein				
ECK0297	b0297	1786488	eaeH	f	attaching and effacing protein, pathogenesis factor				
ECK0298	b0298	1786489	insE-1	h	IS3 element protein				
ECK0298	b0373	1786571	insE-2	h	IS3 element protein				
ECK0298	b0540	1786752	insE-3	h	DLP12 prophage; IS3 element protein InsE				
ECK0298	b1027	1787264	insE-4	h	IS3 element protein				
ECK0298	b2088	1788404	insE-5	h	IS3 element protein InsE				
ECK0299	b0299	1786490	insF-1	h	IS3 element protein InsF				
ECK0299	b0372	1786570	insF-2	h	IS3 element protein InsF				
ECK0299	b0541	1786753	insF-3	h	DLP12 prophage; IS3 element protein InsF				
ECK0299	b1026	1787263	insF-4	h	IS3 element protein InsF				
ECK0299	b2089	1788405	insF-5	h	IS3 element protein InsF				
ECK0300	b0300	87081714	ykgA	pr	predicted DNA-binding transcriptional regulator				
ECK0301	b0301	87081715	ykgB	pm	conserved inner membrane protein				
ECK0302	b0303	87081716	ykgI	o	predicted protein				
ECK0303	b0304	87081717	ykgC	pe	predicted oxidoreductase with FAD/NAD(P)-binding domain and dimerization domain				
ECK0304	b0305	1786496	ykgD	pr	predicted DNA-binding transcriptional regulator				
ECK0305	b0306	1786497	ykgE	pe	predicted oxidoreductase subunit				
ECK0306	b0307	1786498	ykgF	pe	predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain				
ECK0307	b0308	87081718	ykgG	pt	predicted transporter				
ECK0308	b0310	1786502	ykgH	pm	predicted inner membrane protein				
ECK0309	b0311	1786503	betA	e	choline dehydrogenase, a flavoprotein	1.1.99.1			
ECK0310	b0312	1786504	betB	e	betaine aldehyde dehydrogenase, NAD-dependent	1.2.1.8			
ECK0311	b0313	1786505	betI	r	DNA-binding transcriptional repressor				
ECK0312	b0314	1786506	betT	t	choline transporter of high affinity				
ECK0313	b0315	1786507	yahA	e	bifunctional DNA-binding transcriptional regulator -!- cyclic diguanylate phosphodiesterase				
ECK0314	b0316	1786508	yahB	pr	predicted DNA-bindng transcriptional regulator				
ECK0315	b0317	1786509	yahC	pm	predicted inner membrane protein				
ECK0316	b0318	1786511	yahD	pr	predicted transcriptional regulator with ankyrin domain				
ECK0317	b0319	1786512	yahE	o	predicted protein				
ECK0318	b0320	1786513	yahF	pe	predicted acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain				
ECK0319	b0321	1786514	yahG	o	conserved protein				
ECK0320	b0322	87081719	yahH	o	predicted protein				
ECK0321	b0323	1786516	yahI	pe	predicted carbamate kinase-like protein				
ECK0322	b0324	1786517	yahJ	pe	predicted deaminase with metallo-dependent hydrolase domain				
ECK0323	b0325	1786518	yahK	pe	predicted oxidoreductase, Zn-dependent and NAD(P)-binding				
ECK0324	b0326	1786519	yahL	o	predicted protein				
ECK0325	b0327	87081720	yahM	o	predicted protein				
ECK0326	b0328	1786522	yahN	t	neutral amino-acid efflux system				
ECK0327	b0329	1786523	yahO	o	predicted protein				
ECK0328	b0330	1786524	prpR	r	DNA-binding transcriptional regulator				
ECK0329	b0331	1786525	prpB	e	2-methylisocitrate lyase	4.1.3.30			
ECK0330	b0333	1786527	prpC	e	2-methylcitrate synthase	2.3.3.1			
ECK0331	b0334	1786528	prpD	e	2-methylcitrate dehydratase	4.2.1.79			
ECK0332	b0335	1786529	prpE	pe	predicted propionyl-CoA synthetase with ATPase domain				
ECK0333	b0336	1786530	codB	t	cytosine transporter				
ECK0334	b0337	1786531	codA	e	cytosine deaminase	3.5.4.1			
ECK0335	b0338	1786533	cynR	r	DNA-binding transcriptional dual regulator				
ECK0336	b0339	1786534	cynT	e	carbonic anhydrase	4.2.1.1			
ECK0337	b0340	1786535	cynS	e	cyanate aminohydrolase	4.2.1.104			
ECK0338	b0341	1786536	cynX	pt	predicted cyanate transporter				
ECK0339	b0342	1786537	lacA	e	thiogalactoside acetyltransferase	2.3.1.18			
ECK0340	b0343	1786538	lacY	t	lactose/galactose transporter				
ECK0341	b0344	1786539	lacZ	e	beta-D-galactosidase	3.2.1.23			
ECK0342	b0345	1786540	lacI	r	DNA-binding transcriptional repressor				
ECK0343	b0346	1786541	mhpR	r	DNA-binding transcriptional activator, 3HPP-binding				
ECK0344	b0347	1786543	mhpA	e	3-(3-hydroxyphenyl)propionate hydroxylase	1.14.13.-			
ECK0345	b0348	1786544	mhpB	e	2,3-dihydroxyphenylpropionate 1,2-dioxygenase	1.13.11.-			
ECK0346	b0349	87081721	mhpC	e	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	3.7.1.-			
ECK0347	b0350	87081722	mhpD	e	2-keto-4-pentenoate hydratase	4.2.1.80			
ECK0348	b0351	1786547	mhpF	e	acetaldehyde-CoA dehydrogenase II, NAD-binding	1.2.1.10			
ECK0349	b0352	1786548	mhpE	e	4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I	4.1.3.-			
ECK0350	b0353	87081723	mhpT	pt	predicted 3-hydroxyphenylpropionic transporter				
ECK0351	b0354	87081724	yaiL	e	nucleoprotein/polynucleotide-associated enzyme				
ECK0352	b0355	1786551	frmB	e	S-formylglutathione hydrolase	3.1.2.12			
ECK0353	b0356	1786552	frmA	e	S-(hydroxymethyl)glutathione dehydrogenase, Zn enzyme	1.1.1.284			
ECK0354	b0357	87081725	frmR	r	regulator protein that represses frmRAB operon				
ECK0355	b0358	1786555	yaiO	o	predicted protein				
ECK0356	b0359	87082443	yaiX	su	predicted acyl transferase (pseudogene)				
ECK0357	b0360	1786557	insC-1	h	IS2 insertion element repressor InsA				
ECK0357	b1403	1787670	insC-2	h	IS2 insertion element repressor InsA				
ECK0357	b1997	48994896	insC-3	h	CP4-44 prophage; IS2 insertion element repressor InsA				
ECK0357	b2861	87082172	insC-4	h	IS2 insertion element repressor InsA				
ECK0357	b3044	87082202	insC-5	h	IS2 insertion element repressor InsA				
ECK0357	b4272	1790723	insC-6	h	KpLE2 phage-like element; IS2 insertion element repressor InsA				
ECK0358	b0361	1786558	insD-1	h	IS2 insertion element transposase InsAB'				
ECK0358	b1402	1787669	insD-2	h	IS2 insertion element transposase InsAB'				
ECK0358	b1996	1788305	insD-3	h	CP4-44 prophage; IS2 insertion element transposase InsAB'				
ECK0358	b2860	1789224	insD-4	h	IS2 insertion element transposase InsAB'				
ECK0358	b3045	1789424	insD-5	h	IS2 insertion element transposase InsAB'				
ECK0358	b4273	1790724	insD-6	h	KpLE2 phage-like element; IS2 insertion element transposase InsAB'				
ECK0359	b0362	1786559	yaiF	d	predicted protein				
ECK0360	b0363	1786560	yaiP	pe	predicted glucosyltransferase				
ECK0361	b0364	87081726	yaiS	o	conserved protein				
ECK0362	b0365	87081727	tauA	t	taurine transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK0363	b0366	1786563	tauB	t	taurine transporter subunit -!- ATP-binding component of ABC superfamily				
ECK0364	b0367	1786564	tauC	t	taurine transporter subunit -!- membrane component of ABC superfamily				
ECK0365	b0368	1786565	tauD	e	taurine dioxygenase, 2-oxoglutarate-dependent	1.14.11.17			
ECK0366	b0369	87081728	hemB	e	porphobilinogen synthase	4.2.1.24			
ECK0367	b0370	87081729	ykiB	o	predicted protein				
ECK0368	b0371	1786569	yaiT	o	predicted protein				
ECK0369	b0374	1786572	yaiU	o	predicted protein				
ECK0370	b0375	1786573	yaiV	pr	predicted DNA-binding transcriptional regulator				
ECK0371	b0376	1786574	ampH	e	beta-lactamase/D-alanine carboxypeptidase	3.5.2.6	3.4.17.8		
ECK0372	b0377	1786575	sbmA	pt	predicted transporter				
ECK0373	b0378	1786576	yaiW	pr	predicted DNA-binding transcriptional regulator				
ECK0374	b0379	1786577	yaiY	pm	predicted inner membrane protein				
ECK0375	b0380	87081730	yaiZ	pm	predicted inner membrane protein				
ECK0376	b0381	1786579	ddlA	e	D-alanine-D-alanine ligase A	6.3.2.4			
ECK0377	b0382	1786581	iraP	r	regulator of sigma(S) stability				
ECK0378	b0383	48994877	phoA	e	alkaline phosphatase	3.1.3.1			
ECK0379	b0384	87081731	psiF	o	conserved protein				
ECK0380	b0385	1786584	yaiC	pr	predicted diguanylate cyclase				
ECK0381	b0386	1786585	proC	e	pyrroline-5-carboxylate reductase, NAD(P)-binding	1.5.1.2			
ECK0382	b0387	87081732	yaiI	o	conserved protein				
ECK0383	b0388	1786587	aroL	e	shikimate kinase II	2.7.1.71			
ECK0384	b0389	1786588	yaiA	o	predicted protein				
ECK0385	b0390	1786589	aroM	o	conserved protein				
ECK0386	b0391	1786590	yaiE	o	conserved protein				
ECK0387	b0392	1786591	ykiA	o	predicted protein				
ECK0388	b0393	1786592	rdgC	f	DNA-binding protein, non-specific				
ECK0389	b0394	87081733	mak	e	manno(fructo)kinase	2.7.1.4			
ECK0390	b0396	1786595	araJ	pt	predicted transporter				
ECK0391	b0397	1786597	sbcC	e	exonuclease, dsDNA, ATP-dependent				
ECK0392	b0398	1786598	sbcD	e	exonuclease, dsDNA, ATP-dependent				
ECK0393	b0399	1786599	phoB	r	DNA-binding response regulator in two-component regulatory system with PhoR (or CreC)				
ECK0394	b0400	1786600	phoR	r	sensory histidine kinase in two-component regulatory system with PhoB	2.7.3.-			
ECK0395	b0401	1786601	brnQ	pt	predicted branched chain amino acid transporter (LIV-II)				
ECK0396	b0402	1786602	proY	pt	predicted cryptic proline transporter				
ECK0397	b0403	1786604	malZ	e	maltodextrin glucosidase	3.2.1.20			
ECK0398	b0404	1786605	acpH	e	acyl carrier protein (ACP) phosphodiesterase	3.1.4.14			
ECK0399	b0405	1786606	queA	e	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	5.-			
ECK0400	b0406	1786607	tgt	e	tRNA-guanine transglycosylase	2.4.2.29			
ECK0401	b0407	1786608	yajC	t	SecYEG protein translocase auxillary subunit				
ECK0402	b0408	1786609	secD	t	SecYEG protein translocase auxillary subunit				
ECK0403	b0409	1786610	secF	t	SecYEG protein translocase auxillary subunit				
ECK0404	b0410	1786611	yajD	o	conserved protein				
ECK0405	b0411	1786612	tsx	m	nucleoside channel, receptor of phage T6 and colicin K				
ECK0406	b0412	87081734	yajI	lp	predicted lipoprotein				
ECK0407	b0413	1786615	nrdR	r	ribonucleotide reductase transcriptional regulator				
ECK0408	b0414	1786616	ribD	e	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase -!- 5-amino-6-(5-phosphoribosylamino) uracil reductase	3.5.4.26	1.1.1.193		
ECK0409	b0415	1786617	ribE	e	riboflavin synthase beta chain	2.5.1.9			
ECK0410	b0416	1786618	nusB	f	transcription antitermination protein				
ECK0411	b0417	1786619	thiL	e	thiamin-monophosphate kinase	2.7.4.16			
ECK0412	b0418	1786620	pgpA	e	phosphatidylglycerophosphatase A	3.1.3.27			
ECK0413	b0419	87081735	yajO	pe	predicted oxidoreductase, NAD(P)-binding				
ECK0414	b0420	1786622	dxs	e	1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring	2.2.1.7			
ECK0415	b0421	1786623	ispA	e	geranyltranstransferase	2.5.1.1	2.5.1.10		
ECK0416	b0422	1786624	xseB	e	exonuclease VII small subunit	3.1.11.6			
ECK0417	b0423	1786625	thiI	e	sulfurtransferase required for thiamine and 4-thiouridine biosynthesis				
ECK0418	b0424	87081736	yajL	d	conserved protein				
ECK0419	b0425	1786627	panE	e	2-dehydropantoate reductase, NADPH-specific	1.1.1.169			
ECK0420	b0426	87081737	yajQ	pf	predicted nucleotide binding protein				
ECK0421	b0427	87081738	yajR	pt	predicted transporter				
ECK0422	b0428	1786631	cyoE	e	protoheme IX farnesyltransferase	2.5.1.-			
ECK0423	b0429	1786632	cyoD	c	cytochrome o ubiquinol oxidase subunit IV	1.10.3.-			
ECK0424	b0430	1786633	cyoC	c	cytochrome o ubiquinol oxidase subunit III	1.10.3.-			
ECK0425	b0431	1786634	cyoB	c	cytochrome o ubiquinol oxidase subunit I	1.10.3.-			
ECK0426	b0432	1786635	cyoA	c	cytochrome o ubiquinol oxidase subunit II	1.10.3.-			
ECK0427	b0433	1786636	ampG	t	muropeptide transporter				
ECK0428	b0434	87081739	yajG	lp	predicted lipoprotein				
ECK0429	b0435	87081740	bolA	r	regulator of penicillin binding proteins and beta lactamase transcription (morphogene)				
ECK0430	b0436	1786640	tig	e	peptidyl-prolyl cis/trans isomerase (trigger factor)				
ECK0431	b0437	1786641	clpP	e	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	3.4.21.92			
ECK0432	b0438	1786642	clpX	e	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease				
ECK0433	b0439	1786643	lon	e	DNA-binding ATP-dependent protease La	3.4.21.53			
ECK0434	b0440	1786644	hupB	r	HU, DNA-binding transcriptional regulator, beta subunit				
ECK0435	b0441	1786645	ppiD	e	peptidyl-prolyl cis-trans isomerase (rotamase D)	5.2.1.8			
ECK0436	b0442	1786646	ybaV	d	conserved protein				
ECK0437	b0443	1786647	ybaW	d	conserved protein				
ECK0438	b0444	1786648	queC	pr	predicted aluminum resistance protein				
ECK0439	b0445	1786650	ybaE	pt	predicted transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK0440	b0446	87081741	cof	e	thiamin pyrimidine pyrophosphate hydrolase				
ECK0441	b0447	87081742	ybaO	pr	predicted DNA-binding transcriptional regulator				
ECK0442	b0448	1786653	mdlA	pt	fused predicted multidrug transporter subunits -!- ATP-binding components of ABC superfamily				
ECK0443	b0449	1786654	mdlB	pt	fused predicted multidrug transporter subunits -!- ATP binding components of ABC superfamily				
ECK0444	b0450	1786655	glnK	r	nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB				
ECK0445	b0451	1786656	amtB	t	ammonium transporter				
ECK0446	b0452	1786657	tesB	e	acyl-CoA thioesterase II	3.1.2.-			
ECK0447	b0453	1786658	ybaY	pm	predicted outer membrane lipoprotein				
ECK0448	b0454	1786659	ybaZ	pe	predicted methyltransferase				
ECK0449	b0455		ffs	n	4.5S RNA				
ECK0450	b0456	1786661	ybaA	o	conserved protein				
ECK0451	b0457	87081743	ylaB	pm	conserved inner membrane protein				
ECK0452	b0458	87081744	ylaC	pm	predicted inner membrane protein				
ECK0453	b0459	1786664	maa	e	maltose O-acetyltransferase	2.3.1.79			
ECK0454	b0460	1786665	hha	f	modulator of gene expression, with H-NS				
ECK0455	b0461	1786666	ybaJ	o	predicted protein				
ECK0456	b0462	1786667	acrB	t	multidrug efflux system protein				
ECK0457	b0463	1786668	acrA	t	multidrug efflux system				
ECK0458	b0464	1786669	acrR	r	DNA-binding transcriptional regulator				
ECK0459	b0465	1786670	kefA	t	fused mechanosensitive channel proteins				
ECK0460	b0466	1786672	ybaM	o	predicted protein				
ECK0461	b0467	1786673	priC	f	primosomal replication protein N''				
ECK0462	b0468	1786674	ybaN	pm	conserved inner membrane protein				
ECK0463	b0469	1786675	apt	e	adenine phosphoribosyltransferase	2.4.2.7			
ECK0464	b0470	1786676	dnaX	e	DNA polymerase III/DNA elongation factor III, tau and gamma subunits	2.7.7.7			
ECK0465	b0471	1786677	ybaB	o	conserved protein				
ECK0466	b0472	1786678	recR	cp	gap repair protein				
ECK0467	b0473	1786679	htpG	f	molecular chaperone HSP90 family				
ECK0468	b0474	1786680	adk	e	adenylate kinase	2.7.4.3			
ECK0469	b0475	1786681	hemH	e	ferrochelatase	4.99.1.1			
ECK0470	b0476	1786682	aes	e	acetyl esterase	3.1.1.-			
ECK0471	b0477	1786684	gsk	e	inosine/guanosine kinase	2.7.1.73			
ECK0472	b0478	1786685	ybaL	pt	predicted transporter with NAD(P)-binding Rossmann-fold domain				
ECK0473	b0479	1786686	fsr	pt	predicted fosmidomycin efflux system				
ECK0474	b0480	1786687	ushA	e	bifunctional UDP-sugar hydrolase -!- 5'-nucleotidase	3.6.1.45	3.1.3.5		
ECK0475	b0481	1786688	ybaK	e	bifunctional cys-tRNAPro deacetylase -!- cys-tRNA Cys deacylase				
ECK0476	b0482	1786689	ybaP	o	conserved protein				
ECK0477	b0483	87081745	ybaQ	pr	predicted DNA-binding transcriptional regulator				
ECK0478	b0484	1786691	copA	t	copper transporter	3.6.3.4			
ECK0479	b0485	1786693	ybaS	pe	predicted glutaminase				
ECK0480	b0486	1786694	ybaT	pt	predicted transporter				
ECK0481	b0487	1786695	cueR	r	DNA-binding transcriptional activator				
ECK0482	b0488	1786696	ybbJ	pm	conserved inner membrane protein				
ECK0483	b0489	1786697	qmcA	pe	predicted protease, membrane anchored				
ECK0484	b0490	1786698	ybbL	pt	predicted transporter subunit -!- ATP-binding component of ABC superfamily				
ECK0485	b0491	87081746	ybbM	pm	predicted inner membrane protein				
ECK0486	b0492	87081747	ybbN	pc	predicted thioredoxin domain-containing protein				
ECK0487	b0493	1786701	ybbO	pe	predicted oxidoreductase with NAD(P)-binding domain				
ECK0488	b0494	1786702	tesA	e	multifunctional acyl-CoA thioesterase I -!- protease I -!- lysophospholipase L1	3.1.2.-	3.1.1.5		
ECK0489	b0495	1786703	ybbA	pt	predicted transporter subunit -!- ATP-binding component of ABC superfamily				
ECK0490	b0496	1786704	ybbP	pm	predicted inner membrane protein				
ECK0491	b0497	1786706	rhsD	h	rhsD element protein				
ECK0492	b0498	1786707	ybbC	o	predicted protein				
ECK0493	b0499	1786708	ylbH	h	conserved protein, rhs-like				
ECK0494	b0500	1786709	ybbD	o	predicted protein				
ECK0495	b0502	87081748	ylbG	pr	predicted DNA-binding transcriptional regulator				
ECK0496	b0503	1786712	ybbB	e	tRNA 2-selenouridine synthase, selenophosphate-dependent				
ECK0497	b0504	1786713	ybbS	pr	transcriptional activator of the allD operon				
ECK0498	b0505	1786714	allA	e	ureidoglycolate hydrolase	3.5.3.19			
ECK0499	b0506	1786715	allR	r	DNA-binding transcriptional regulator				
ECK0500	b0507	1786717	gcl	e	glyoxylate carboligase	4.1.1.47			
ECK0501	b0508	1786718	hyi	e	hydroxypyruvate isomerase	5.3.1.22			
ECK0502	b0509	1786719	glxR	e	tartronate semialdehyde reductase, NADH-dependent	1.1.1.60			
ECK0503	b0510	1786720	ybbV	o	predicted protein				
ECK0504	b0511	87081749	ybbW	pt	predicted allantoin transporter				
ECK0505	b0512	1786722	allB	e	allantoinase	3.5.2.5			
ECK0506	b0513	87081750	ybbY	pt	predicted uracil/xanthine transporter				
ECK0507	b0514	1786724	glxK	e	glycerate kinase II	2.7.1.31			
ECK0508	b0515	1786725	ylbA	d	conserved protein				
ECK0509	b0516	1786726	allC	e	allantoate amidohydrolase	3.5.3.4			
ECK0510	b0517	1786727	allD	e	ureidoglycolate dehydrogenase	1.1.1.154			
ECK0511	b0518	1786729	fdrA	pe	predicted acyl-CoA synthetase with NAD(P)-binding Rossmann-fold domain				
ECK0512	b0519	1786730	ylbE_2	su	predicted protein, C-ter fragment (pseudogene)				
ECK0512	b4507	87081751	ylbE_1	su	predicted protein, N-ter fragment (pseudogene)				
ECK0512	b4572		ylbE	su	predicted protein (pseudogene)				
ECK0513	b0520	1786731	ylbF	o	conserved protein				
ECK0514	b0521	1786732	ybcF	pe	predicted carbamate kinase				
ECK0515	b0522	1786733	purK	e	N5-carboxyaminoimidazole ribonucleotide synthase	4.1.1.21			
ECK0516	b0523	1786734	purE	e	N5-carboxyaminoimidazole ribonucleotide mutase	4.1.1.21			
ECK0517	b0524	1786735	lpxH	e	UDP-2,3-diacylglucosamine pyrophosphatase	3.6.1.-			
ECK0518	b0525	1786736	ppiB	e	peptidyl-prolyl cis-trans isomerase B (rotamase B)	5.2.1.8			
ECK0519	b0526	1786737	cysS	e	cysteinyl-tRNA synthetase	6.1.1.16			
ECK0520	b0527	1786738	ybcI	pm	conserved inner membrane protein				
ECK0521	b0528	87081752	ybcJ	pr	predicted RNA-binding protein				
ECK0522	b0529	1786741	folD	e	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase -!- 5,10-methylene-tetrahydrofolate cyclohydrolase	1.5.1.5	3.5.4.9		
ECK0523	b0530	87081753	sfmA	ps	predicted fimbrial-like adhesin protein				
ECK0524	b0531	1786743	sfmC	f	pilin chaperone, periplasmic				
ECK0525	b0532	1786744	sfmD	pf	predicted outer membrane export usher protein				
ECK0526	b0533	1786745	sfmH	ps	predicted fimbrial-like adhesin protein				
ECK0527	b0534	1786746	sfmF	ps	predicted fimbrial-like adhesin protein				
ECK0528	b0535	1786747	fimZ	pr	predicted DNA-binding transcriptional regulator				
ECK0529	b0536		argU	n	tRNA-Arg(UCU) (Arginine tRNA4)				
ECK0530	b0537	1786748	intD	h	DLP12 prophage; predicted integrase				
ECK0531	b0539	1786750	ybcC	h	DLP12 prophage; predicted exonuclease	3.1.11.3			
ECK0532	b4508	87081754	ybcD	h	DLP12 prophage; predicted replication protein fragment (pseudogene)				
ECK0533	b0542	87081755	renD	h	DLP12 prophage; predicted protein				
ECK0534	b0543	1786755	emrE	h	DLP12 prophage; multidrug resistance protein				
ECK0535	b0544	1786756	ybcK	h	DLP12 prophage; predicted recombinase				
ECK0536	b0545	1786757	ybcL	h	DLP12 prophage; predicted kinase inhibitor				
ECK0537	b0546	1786758	ybcM	h	DLP12 prophage; predicted DNA-binding transcriptional regulator				
ECK0538	b0547	1786759	ybcN	h	DLP12 prophage; predicted protein				
ECK0539	b0548	1786760	ninE	h	DLP12 prophage; conserved protein				
ECK0540	b0549	1786761	ybcO	h	DLP12 prophage; predicted protein				
ECK0541	b0550	1786762	rusA	h	DLP12 prophage; endonuclease RUS	3.1.22			
